,Am,Ba,EE,Ex,Op,Pl,Sr,sr,Za,
OG5_131450,14,0,2,3,20,7,3,0,0,
OG5_139388,7,0,3,1,3,8,29,0,0,
OG5_131321,8,0,5,2,4,6,47,0,0,
OG5_136464,22,0,10,3,6,7,24,0,0,
OG5_130328,15,0,27,15,11,14,125,0,0,
OG5_137118,2,0,14,3,6,5,37,0,0,
OG5_137440,13,0,2,1,4,4,21,0,0,
OG5_137443,26,0,8,3,5,2,57,0,0,
OG5_130322,23,48,22,12,11,21,68,0,31,
OG5_137113,22,0,5,2,4,0,0,0,0,
OG5_130326,8,11,22,5,5,4,23,0,1,
OG5_128676,23,0,15,14,21,21,86,0,0,
OG5_134648,24,0,5,4,6,16,45,0,0,
OG5_134649,11,0,1,1,8,1,10,0,0,
OG5_168724,8,1,5,0,0,9,20,0,0,
OG5_128224,70,0,38,14,30,43,163,0,3,
OG5_127710,49,0,31,15,20,48,216,0,0,
OG5_128580,23,0,9,12,22,24,57,0,0,
OG5_137026,9,4,5,0,8,1,5,0,0,
OG5_130863,9,0,8,6,17,1,37,0,0,
OG5_127242,43,48,22,17,30,31,108,0,0,
OG5_130348,11,0,4,4,21,24,5,0,0,
OG5_131198,19,0,8,3,8,3,26,0,0,
OG5_135325,1,0,3,0,6,3,12,0,0,
OG5_128188,24,0,13,12,26,35,78,0,0,
OG5_130864,13,0,5,4,8,1,24,0,0,
OG5_130868,22,0,10,5,16,10,40,0,0,
OG5_127324,43,68,19,18,30,37,132,0,84,
OG5_146925,15,0,8,5,5,11,14,0,0,
OG5_135618,15,75,26,10,5,34,60,0,0,
OG5_129972,36,0,10,2,18,23,10,0,0,
OG5_132089,3,0,6,8,10,8,39,0,0,
OG5_131983,6,0,6,1,9,9,10,0,0,
OG5_126746,32,341,25,14,30,20,78,0,37,
OG5_136247,50,0,5,4,3,2,11,0,0,
OG5_126748,65,14,47,20,37,26,208,0,0,
OG5_127498,29,0,38,21,22,33,205,0,0,
OG5_144761,2,0,1,0,1,0,1,0,0,
OG5_136649,20,0,6,2,4,10,14,0,0,
OG5_128243,43,0,27,14,28,36,141,0,0,
OG5_139254,14,0,7,0,8,5,9,0,0,
OG5_136642,8,0,4,1,8,11,4,0,0,
OG5_136643,27,36,16,6,8,24,78,0,0,
OG5_142399,3,0,5,2,4,3,12,0,0,
OG5_136645,22,2,20,3,5,10,49,0,1,
OG5_139988,8,0,0,2,4,1,8,0,0,
OG5_129285,79,8,39,17,38,49,216,0,1,
OG5_127431,41,0,22,16,28,14,168,0,0,
OG5_133699,20,0,30,13,13,10,119,0,0,
OG5_127436,32,352,8,9,22,14,34,0,0,
OG5_133690,30,17,9,7,9,23,46,0,0,
OG5_127349,37,9,13,16,28,32,106,0,93,
OG5_132183,10,159,14,8,3,30,47,0,54,
OG5_132181,23,0,7,3,12,28,26,0,0,
OG5_144421,7,90,0,0,0,2,1,0,8,
OG5_154426,7,33,3,0,0,12,20,0,1,
OG5_132615,2,0,13,5,10,5,66,0,0,
OG5_132346,29,55,9,7,9,7,36,0,0,
OG5_131851,29,0,5,1,11,24,29,0,0,
OG5_127504,44,15,9,11,15,9,59,0,0,
OG5_141329,42,5,13,9,16,17,116,0,8,
OG5_127500,48,0,28,13,29,33,73,0,0,
OG5_133964,16,0,16,5,12,0,21,0,0,
OG5_132989,27,0,4,6,15,1,26,0,0,
OG5_127232,19,2,21,5,11,17,69,0,0,
OG5_133968,5,0,5,5,11,0,7,0,0,
OG5_144627,2,0,0,1,0,0,3,0,0,
OG5_140422,3,0,6,3,0,3,21,0,0,
OG5_127721,44,0,29,15,26,36,144,0,0,
OG5_126639,16,19,26,5,15,18,74,0,0,
OG5_126632,53,507,34,18,29,39,161,0,49,
OG5_144552,13,83,2,1,3,0,19,0,3,
OG5_132503,28,0,2,0,13,5,12,0,0,
OG5_133278,19,82,3,3,1,1,15,0,49,
OG5_128610,28,1,28,22,31,31,125,0,1,
OG5_128960,41,0,26,12,12,20,148,0,0,
OG5_128613,44,0,23,10,30,32,113,0,0,
OG5_128615,27,0,21,6,31,29,70,0,0,
OG5_130582,4,0,23,12,11,8,93,0,0,
OG5_142739,5,0,6,3,3,1,24,0,0,
OG5_128974,39,0,20,10,28,30,108,0,0,
OG5_129561,18,0,7,1,22,32,23,0,0,
OG5_129565,66,2,31,13,29,32,145,0,0,
OG5_129564,21,0,7,5,24,19,29,0,0,
OG5_129566,10,302,11,11,2,4,61,0,19,
OG5_159796,4,47,1,3,0,2,3,0,2,
OG5_127659,14,14,29,4,15,13,61,0,2,
OG5_140641,29,0,32,8,9,14,97,0,0,
OG5_134908,49,0,27,8,13,30,162,0,0,
OG5_132678,30,0,33,4,19,2,55,0,0,
OG5_127652,33,0,27,15,29,29,122,0,0,
OG5_130922,20,0,24,9,25,9,91,0,0,
OG5_130921,14,0,10,1,10,1,31,0,0,
OG5_129968,18,0,5,3,21,21,40,0,0,
OG5_129967,6,0,31,15,14,15,130,0,0,
OG5_129966,16,0,20,6,10,19,57,0,0,
OG5_129101,14,8,19,7,14,28,116,0,0,
OG5_132761,21,0,3,6,6,11,5,0,0,
OG5_132760,11,0,0,2,11,1,13,0,0,
OG5_135343,8,0,4,5,8,18,71,0,0,
OG5_132161,13,0,15,4,21,0,43,0,0,
OG5_129705,9,1,25,15,12,17,117,0,0,
OG5_129701,45,0,9,11,18,28,79,0,4,
OG5_128387,56,0,42,12,26,35,166,0,0,
OG5_129703,20,0,11,6,21,3,90,0,0,
OG5_129702,21,0,13,4,17,23,28,0,0,
OG5_128388,63,1,35,17,32,39,151,0,0,
OG5_139473,12,0,12,7,1,9,50,0,0,
OG5_129497,37,0,22,6,27,37,67,0,0,
OG5_128148,41,0,9,12,29,26,101,0,0,
OG5_128149,31,158,21,16,32,24,91,0,3,
OG5_130826,29,0,9,5,12,19,43,0,0,
OG5_126914,41,11,28,18,26,32,130,0,1,
OG5_130822,11,0,11,9,1,13,86,0,0,
OG5_126910,40,31,27,12,33,36,159,0,0,
OG5_130820,13,11,9,0,12,12,59,0,0,
OG5_179018,31,0,9,5,6,3,68,0,0,
OG5_144178,7,13,1,0,5,5,9,0,0,
OG5_129367,47,0,22,4,24,28,144,0,0,
OG5_129366,45,0,3,0,9,1,0,0,0,
OG5_128818,40,0,8,4,27,2,61,0,0,
OG5_129363,36,0,21,7,27,32,101,0,0,
OG5_129816,8,2,12,9,15,18,79,0,1,
OG5_128812,26,117,11,10,23,23,98,0,2,
OG5_128813,50,0,16,13,28,33,39,0,0,
OG5_128811,48,97,35,15,21,34,103,0,3,
OG5_128817,26,0,15,7,11,17,85,0,0,
OG5_128815,58,0,28,13,25,16,118,0,0,
OG5_131689,15,0,16,3,13,33,73,0,0,
OG5_153333,3,0,5,1,1,16,28,0,0,
OG5_139696,4,0,5,2,8,0,14,0,0,
OG5_129148,30,1,26,5,30,31,115,0,0,
OG5_129146,32,0,17,10,25,26,114,0,0,
OG5_129634,32,0,13,2,21,29,40,0,0,
OG5_129141,16,0,9,6,16,16,31,0,0,
OG5_138586,27,4,17,7,5,17,46,0,0,
OG5_139059,5,0,2,1,3,0,7,0,0,
OG5_136357,4,0,1,0,2,0,1,0,0,
OG5_129381,30,0,17,3,25,26,62,0,0,
OG5_129382,5,0,19,14,13,13,128,0,0,
OG5_129385,29,0,13,6,21,22,91,0,0,
OG5_129384,16,0,17,5,23,19,45,0,0,
OG5_129387,12,0,8,2,16,15,26,0,0,
OG5_129386,18,0,9,12,19,11,36,0,0,
OG5_129077,18,105,7,5,24,23,60,0,0,
OG5_130625,37,9,13,3,15,13,52,0,0,
OG5_127144,28,2,21,11,22,23,135,0,0,
OG5_131205,32,6,15,6,10,3,66,0,1,
OG5_131204,3,0,14,10,8,9,71,0,0,
OG5_155393,5,0,0,0,0,0,0,0,0,
OG5_139187,60,0,31,9,12,26,92,0,0,
OG5_135236,18,17,15,1,2,5,113,0,0,
OG5_135233,39,0,21,3,2,21,29,0,0,
OG5_152552,28,81,7,4,1,0,21,0,10,
OG5_131539,5,0,2,0,1,11,1,0,0,
OG5_130140,3,0,13,11,14,11,90,0,0,
OG5_127880,33,3,35,13,25,26,104,0,0,
OG5_127881,41,0,37,14,27,45,177,0,0,
OG5_127882,33,0,16,12,26,26,84,0,0,
OG5_129037,13,0,13,11,15,17,43,0,0,
OG5_129039,30,0,20,10,26,23,93,0,0,
OG5_135831,6,7,5,6,0,24,55,0,3,
OG5_130487,16,0,18,0,22,12,85,0,0,
OG5_170936,3,43,0,0,0,0,0,0,1,
OG5_130489,2,0,18,12,13,8,107,0,0,
OG5_131339,26,65,26,5,10,19,144,0,0,
OG5_130135,79,26,33,11,11,12,115,0,5,
OG5_132888,27,0,5,2,7,9,28,0,0,
OG5_130132,13,0,11,6,16,21,60,0,0,
OG5_132889,10,0,1,2,8,15,32,0,0,
OG5_131335,3,0,18,14,16,10,92,0,0,
OG5_131441,27,0,21,8,14,20,80,0,0,
OG5_131440,6,0,5,4,5,1,52,0,0,
OG5_136211,17,0,13,6,2,37,75,0,0,
OG5_132511,14,0,1,0,7,10,3,0,0,
OG5_130317,6,204,11,1,7,31,24,0,15,
OG5_144951,12,29,22,3,7,17,102,0,1,
OG5_130312,3,0,35,14,14,21,158,0,0,
OG5_131241,9,0,4,2,15,12,11,0,0,
OG5_130955,25,0,12,4,20,6,41,0,0,
OG5_138412,6,47,7,3,2,27,20,0,4,
OG5_153157,1,133,0,0,2,0,1,0,1,
OG5_151266,15,2,15,1,2,12,32,0,0,
OG5_136879,19,0,0,0,4,0,1,0,0,
OG5_136878,2,42,13,1,9,4,83,0,0,
OG5_130008,14,0,32,14,15,13,126,0,0,
OG5_135818,25,326,15,2,6,17,38,0,0,
OG5_130000,30,0,8,9,9,5,58,0,0,
OG5_130003,36,0,25,5,28,33,62,0,0,
OG5_130556,49,0,13,7,9,22,57,0,0,
OG5_130006,15,0,10,5,22,22,40,0,0,
OG5_130555,16,0,3,2,17,19,10,0,0,
OG5_135350,16,0,12,6,9,16,42,0,2,
OG5_133025,22,0,9,5,7,20,19,0,0,
OG5_127393,10,295,7,9,25,21,53,0,52,
OG5_133028,7,0,3,0,12,8,6,0,0,
OG5_130363,7,0,3,0,12,0,52,0,0,
OG5_128250,53,0,32,15,27,33,148,0,0,
OG5_169510,12,0,8,1,1,5,27,0,0,
OG5_136478,12,101,12,6,8,4,80,0,1,
OG5_132011,13,0,7,7,12,5,59,0,0,
OG5_127860,47,0,22,6,15,18,48,0,0,
OG5_127866,38,0,11,14,31,34,103,0,0,
OG5_131999,20,1,11,8,9,9,42,0,1,
OG5_136097,23,0,14,5,6,3,66,0,0,
OG5_131991,30,0,15,6,14,13,38,0,0,
OG5_126754,69,31,36,18,31,23,172,0,4,
OG5_137308,23,1,22,1,8,6,27,0,3,
OG5_163900,17,37,2,6,0,0,2,0,0,
OG5_137300,26,0,12,5,10,4,27,0,0,
OG5_137301,34,0,26,5,12,22,55,0,0,
OG5_132408,2,0,11,5,8,5,53,0,0,
OG5_147040,4,0,6,1,0,9,25,0,0,
OG5_137305,26,4,12,5,11,1,26,0,0,
OG5_147483,10,0,3,0,0,1,10,0,0,
OG5_128679,42,0,19,13,30,20,107,0,0,
OG5_127405,30,46,11,10,25,25,78,0,88,
OG5_127402,37,0,27,11,32,35,139,0,0,
OG5_128635,34,0,25,6,36,29,87,0,0,
OG5_128392,18,0,11,11,23,21,66,0,0,
OG5_139469,5,0,4,4,1,12,18,0,0,
OG5_131842,27,0,19,4,14,25,53,0,0,
OG5_131845,6,0,10,1,14,17,30,0,0,
OG5_133754,7,0,4,3,8,9,29,0,0,
OG5_149904,12,0,1,0,0,0,0,0,0,
OG5_133200,23,0,18,4,8,11,36,0,0,
OG5_127534,45,86,22,16,27,26,108,0,91,
OG5_127536,23,12,13,8,30,21,59,0,81,
OG5_129308,2,45,2,6,2,5,28,0,1,
OG5_127538,23,146,13,11,31,27,105,0,21,
OG5_147192,11,0,17,1,1,17,23,0,0,
OG5_128253,45,0,27,18,26,39,138,0,0,
OG5_127246,36,221,19,7,16,13,114,0,25,
OG5_127713,22,7,17,11,26,17,63,0,75,
OG5_142164,1,0,0,1,0,0,0,0,0,
OG5_145177,1,0,1,4,0,1,12,0,0,
OG5_132087,6,4,6,4,8,24,59,0,0,
OG5_145178,32,14,13,10,5,10,85,0,2,
OG5_155260,7,47,2,1,4,1,8,0,0,
OG5_132081,15,0,10,0,20,7,30,0,0,
OG5_138809,26,0,15,2,3,0,51,0,0,
OG5_144566,7,0,0,2,2,9,3,0,0,
OG5_145734,2,0,6,4,0,0,50,0,0,
OG5_129942,25,0,14,6,19,19,50,0,0,
OG5_138807,32,5,27,9,6,16,211,0,0,
OG5_128971,51,123,37,18,22,45,163,0,2,
OG5_133371,4,0,26,10,8,2,101,0,0,
OG5_128603,16,200,5,5,16,16,16,0,28,
OG5_128601,40,0,16,8,29,27,47,0,0,
OG5_128979,19,93,15,10,10,4,56,0,10,
OG5_128608,21,0,14,4,24,17,51,0,0,
OG5_141276,8,20,9,3,0,6,89,0,19,
OG5_129557,31,0,15,5,26,24,51,0,0,
OG5_141273,11,2,1,2,3,11,44,0,0,
OG5_129552,12,0,11,4,12,16,50,0,0,
OG5_129553,30,2,31,10,23,44,87,0,0,
OG5_129558,33,2,24,5,20,28,94,0,0,
OG5_132887,56,0,26,10,15,18,81,0,0,
OG5_132881,43,0,19,7,3,16,118,0,0,
OG5_140072,14,0,17,5,2,23,119,0,0,
OG5_127661,45,0,22,12,23,25,131,0,0,
OG5_136260,7,0,12,3,7,10,25,0,0,
OG5_140075,16,0,1,3,4,1,20,0,0,
OG5_132792,57,1,33,15,17,16,118,0,0,
OG5_135359,30,0,25,13,3,4,59,0,0,
OG5_130952,13,1,5,3,9,9,3,0,0,
OG5_130953,2,0,26,17,13,12,103,0,0,
OG5_129956,23,0,9,9,14,21,45,0,0,
OG5_159899,36,64,7,0,5,7,33,0,1,
OG5_129959,30,0,12,9,14,19,83,0,0,
OG5_127396,30,26,20,13,29,10,140,0,0,
OG5_127397,36,183,34,7,23,41,143,0,46,
OG5_135680,4,0,5,0,13,0,7,0,0,
OG5_128773,23,3,15,8,28,25,80,0,2,
OG5_128771,32,0,18,11,24,28,75,0,0,
OG5_128777,23,0,11,11,24,25,72,0,0,
OG5_128776,36,0,9,11,27,30,89,0,0,
OG5_128393,40,0,40,10,28,39,76,0,0,
OG5_128394,10,244,17,2,11,22,55,0,30,
OG5_128900,16,0,15,6,23,27,54,0,0,
OG5_126920,33,446,24,13,28,34,124,0,86,
OG5_131560,26,0,3,3,11,4,11,0,0,
OG5_128150,32,0,17,11,19,18,93,0,0,
OG5_128159,17,374,10,7,16,22,35,0,45,
OG5_131562,4,0,16,12,6,8,68,0,0,
OG5_131197,3,154,5,0,5,0,17,0,55,
OG5_134807,5,198,0,1,0,13,17,0,6,
OG5_134802,17,0,5,1,15,0,7,0,0,
OG5_144188,4,0,3,0,18,11,48,0,0,
OG5_135532,7,0,4,1,6,10,17,0,0,
OG5_129826,21,0,14,7,21,24,28,0,0,
OG5_131057,2,0,15,11,11,8,77,0,0,
OG5_131051,39,1,14,12,17,21,5,0,0,
OG5_128555,45,0,20,6,27,29,103,0,41,
OG5_128554,11,0,5,3,18,11,35,0,0,
OG5_140517,4,0,8,5,0,6,20,0,0,
OG5_134247,26,7,21,4,13,5,41,0,0,
OG5_129605,20,0,12,6,20,21,46,0,0,
OG5_129606,29,0,10,10,18,21,62,0,0,
OG5_129600,24,0,6,7,23,21,57,0,0,
OG5_129601,40,0,25,5,14,23,66,0,0,
OG5_139046,14,0,5,3,17,1,38,0,0,
OG5_139517,3,0,0,0,0,15,2,0,0,
OG5_139519,17,0,6,3,4,3,8,0,0,
OG5_130834,24,7,6,2,10,0,56,0,0,
OG5_141290,2,70,0,0,0,0,0,0,30,
OG5_131233,17,0,1,2,9,1,1,0,0,
OG5_129738,29,0,13,12,18,2,59,0,0,
OG5_139198,14,0,7,5,6,10,4,0,0,
OG5_129732,25,0,10,6,12,11,74,0,0,
OG5_129733,44,0,21,2,22,9,158,0,0,
OG5_129734,34,0,25,8,21,33,88,0,0,
OG5_139193,11,0,0,1,2,0,3,0,0,
OG5_129737,36,0,26,17,23,21,100,0,0,
OG5_142658,3,13,4,4,2,1,52,0,0,
OG5_127895,28,17,17,7,25,28,79,0,0,
OG5_129045,48,9,27,10,16,31,102,0,0,
OG5_129042,22,79,12,4,14,16,97,0,22,
OG5_129043,17,0,4,6,22,21,18,0,0,
OG5_130491,38,0,35,14,10,23,173,0,0,
OG5_130216,48,0,28,8,23,29,146,0,0,
OG5_130495,17,0,13,2,11,6,70,0,0,
OG5_144891,2,0,1,5,2,18,2,0,0,
OG5_159511,18,11,10,5,5,4,33,0,0,
OG5_128622,12,7,8,11,23,17,64,0,1,
OG5_134485,19,0,30,7,3,38,94,0,0,
OG5_131306,20,0,26,3,16,24,68,0,0,
OG5_137467,30,0,9,3,6,12,26,0,0,
OG5_130305,17,374,22,7,11,4,69,0,0,
OG5_143291,5,0,4,1,4,2,7,0,0,
OG5_139930,19,0,4,1,14,2,24,0,0,
OG5_128836,38,0,20,10,26,22,72,0,0,
OG5_133975,10,0,4,3,13,6,15,0,0,
OG5_168746,1,75,1,1,0,1,0,0,1,
OG5_133630,15,0,9,0,8,3,33,0,0,
OG5_130548,43,0,36,16,2,20,194,0,0,
OG5_130019,2,3,18,15,10,9,90,0,0,
OG5_130018,5,0,36,23,12,15,137,0,0,
OG5_130017,28,0,10,11,21,16,16,0,0,
OG5_130016,24,0,8,9,20,4,42,0,0,
OG5_165075,7,0,4,0,2,2,16,0,0,
OG5_130013,31,0,16,8,12,20,58,0,0,
OG5_130012,15,0,16,3,22,17,90,0,0,
OG5_130011,20,75,26,17,18,16,103,0,0,
OG5_131739,15,0,10,3,13,2,27,0,0,
OG5_129449,27,0,12,8,20,25,92,0,1,
OG5_137266,27,0,2,4,2,10,62,0,0,
OG5_137263,24,26,21,8,12,24,87,0,1,
OG5_130494,21,1,23,22,13,1,128,0,1,
OG5_141912,11,19,4,2,13,5,33,0,0,
OG5_136797,15,0,3,0,7,1,21,0,0,
OG5_127879,35,168,14,14,25,29,108,0,0,
OG5_129236,16,0,2,11,11,15,48,0,0,
OG5_127871,44,0,29,16,31,32,135,0,0,
OG5_127870,46,0,24,12,26,38,112,0,0,
OG5_127511,17,0,13,10,29,24,78,0,1,
OG5_127874,21,0,10,10,28,30,88,0,0,
OG5_127876,39,0,27,15,26,39,126,0,0,
OG5_126726,74,120,27,17,29,41,155,0,0,
OG5_136224,11,0,4,1,5,7,11,0,0,
OG5_136225,23,0,19,9,2,12,95,0,0,
OG5_136220,6,3,7,4,4,8,28,0,0,
OG5_136221,9,0,2,1,4,9,11,0,0,
OG5_147057,24,6,11,2,5,9,45,0,1,
OG5_137314,43,0,11,7,11,1,81,0,0,
OG5_133160,9,69,4,1,5,0,10,0,0,
OG5_132857,13,0,4,1,13,4,3,0,0,
OG5_128320,36,26,16,16,23,23,88,0,72,
OG5_147293,17,0,12,1,1,17,9,0,0,
OG5_127781,42,0,25,11,32,34,114,0,0,
OG5_180681,18,2,11,1,4,5,29,0,0,
OG5_140249,28,0,14,4,1,21,72,0,0,
OG5_150925,12,3,17,2,1,9,41,0,0,
OG5_132368,15,0,9,7,11,15,33,0,0,
OG5_127631,14,0,17,13,29,26,97,0,56,
OG5_127993,26,0,18,7,29,35,112,0,0,
OG5_132362,12,0,1,1,12,8,27,0,0,
OG5_128697,26,0,13,6,21,24,69,0,0,
OG5_132367,17,0,9,3,22,2,53,0,0,
OG5_133764,49,0,23,9,10,21,115,0,0,
OG5_133766,57,0,14,7,6,1,34,0,0,
OG5_131839,10,0,6,6,16,1,19,0,0,
OG5_127527,29,6,21,10,25,11,124,0,2,
OG5_127525,24,0,14,8,28,30,71,0,0,
OG5_133566,5,0,8,2,4,16,6,0,0,
OG5_127732,55,0,24,12,30,37,138,0,0,
OG5_133788,39,7,7,3,8,0,22,0,1,
OG5_132962,12,0,8,2,10,16,36,0,0,
OG5_127259,31,146,22,17,36,38,113,0,10,
OG5_127708,41,280,25,17,31,24,189,0,48,
OG5_132969,15,0,1,2,8,5,10,0,0,
OG5_127223,60,141,38,23,36,35,150,0,5,
OG5_133787,25,2,9,6,14,5,81,0,0,
OG5_126655,65,41,38,20,36,47,189,0,0,
OG5_132099,11,0,16,1,13,15,74,0,0,
OG5_127098,20,6,10,7,25,19,78,0,0,
OG5_132096,29,0,8,5,6,2,30,0,0,
OG5_127091,54,146,37,14,31,33,130,0,0,
OG5_132999,13,0,1,2,4,0,22,0,0,
OG5_132564,10,0,28,16,11,11,122,0,0,
OG5_134285,21,0,6,7,7,8,9,0,0,
OG5_132563,10,0,8,3,18,22,38,0,0,
OG5_132672,11,0,24,15,11,13,107,0,0,
OG5_140087,16,1,5,7,9,1,16,0,1,
OG5_127419,34,0,19,12,29,31,127,0,86,
OG5_128942,14,0,10,2,22,13,31,0,0,
OG5_127416,41,0,25,14,27,38,134,0,0,
OG5_133308,15,0,6,2,13,5,36,0,0,
OG5_129842,25,0,8,3,10,3,56,0,0,
OG5_134924,25,58,7,10,4,2,47,0,1,
OG5_132891,58,0,36,10,24,21,145,0,0,
OG5_127676,24,62,18,14,21,27,112,0,0,
OG5_141590,7,0,2,1,3,0,20,0,0,
OG5_132898,17,0,2,0,10,2,23,0,0,
OG5_129945,9,7,12,13,14,17,62,0,0,
OG5_150217,12,0,15,5,0,12,21,0,0,
OG5_130940,12,0,2,2,8,5,3,0,0,
OG5_130943,22,18,14,11,23,26,71,0,0,
OG5_128499,20,0,15,10,24,15,93,0,0,
OG5_128495,70,0,36,14,29,41,163,0,0,
OG5_143105,27,0,8,9,7,1,17,0,0,
OG5_132411,38,0,14,1,10,4,37,0,0,
OG5_131589,34,0,14,5,18,12,67,0,0,
OG5_141442,2,0,0,0,5,0,3,0,0,
OG5_132412,6,0,3,2,8,3,11,0,0,
OG5_132417,9,0,15,7,16,20,35,0,0,
OG5_141447,25,3,6,2,6,2,29,0,0,
OG5_128704,27,0,15,7,19,21,58,0,0,
OG5_128702,51,0,34,11,30,39,158,0,0,
OG5_156694,3,64,0,0,1,0,3,0,2,
OG5_128700,28,0,13,6,23,25,94,0,0,
OG5_139450,56,0,11,4,6,7,13,0,0,
OG5_139453,26,0,4,1,3,0,14,0,0,
OG5_131547,6,0,19,9,10,7,88,0,1,
OG5_141622,41,0,17,8,4,17,55,0,0,
OG5_128126,26,1,13,17,31,28,103,0,0,
OG5_150132,1,2,2,0,1,10,3,0,0,
OG5_132515,5,0,0,0,19,1,0,0,0,
OG5_129831,33,0,25,4,10,13,86,0,0,
OG5_129834,18,1,15,1,23,19,71,0,0,
OG5_129549,23,0,12,4,24,23,84,0,0,
OG5_144354,18,0,4,5,4,2,20,0,0,
OG5_128834,35,0,25,9,28,37,134,0,0,
OG5_132929,13,0,12,4,12,29,70,0,0,
OG5_128830,22,0,9,4,26,28,50,0,0,
OG5_128831,34,0,14,9,26,30,76,0,0,
OG5_128832,48,0,31,16,25,37,141,0,0,
OG5_128833,40,0,26,11,26,33,118,0,0,
OG5_129612,15,0,6,5,18,13,57,0,0,
OG5_129611,41,0,27,7,20,24,75,0,0,
OG5_129610,29,0,12,6,22,26,71,0,0,
OG5_129616,30,0,9,5,22,23,35,0,0,
OG5_129618,34,5,10,10,23,25,85,0,0,
OG5_168022,29,249,10,9,24,24,82,0,4,
OG5_139031,49,2,10,4,14,2,58,0,0,
OG5_128231,63,10,39,19,30,42,164,0,0,
OG5_131229,20,0,12,5,17,0,17,0,0,
OG5_131223,24,0,7,0,14,3,53,0,0,
OG5_132519,4,17,20,8,16,15,29,0,1,
OG5_128623,24,0,15,13,26,32,76,0,0,
OG5_129729,25,0,8,8,16,21,37,0,0,
OG5_129727,41,0,17,7,25,13,42,0,0,
OG5_138488,14,0,9,2,2,17,25,0,0,
OG5_129724,34,0,7,11,20,7,34,0,0,
OG5_131554,57,0,9,3,12,0,4,0,0,
OG5_129784,9,154,7,9,11,19,34,0,0,
OG5_141804,29,0,7,4,3,9,33,0,0,
OG5_129041,61,0,15,11,35,28,101,0,0,
OG5_129121,20,0,8,3,22,20,51,0,0,
OG5_135882,5,0,14,12,2,4,101,0,0,
OG5_137121,3,0,3,2,0,3,22,0,0,
OG5_135816,2,0,11,5,7,5,39,0,0,
OG5_135812,56,0,7,7,0,33,142,0,3,
OG5_128573,42,0,19,11,25,20,74,0,0,
OG5_130158,54,0,36,4,20,39,130,0,0,
OG5_130156,15,0,7,14,13,14,4,0,0,
OG5_130154,15,0,5,2,15,11,39,0,0,
OG5_130152,9,456,6,0,15,13,50,0,70,
OG5_129124,62,0,20,9,30,29,100,0,0,
OG5_130790,21,0,14,3,14,20,52,0,0,
OG5_129527,10,0,16,3,23,24,74,0,0,
OG5_134499,7,6,1,6,1,5,19,0,0,
OG5_130797,1,221,11,2,10,0,37,0,45,
OG5_130379,14,8,8,4,16,16,29,0,0,
OG5_134479,12,0,1,3,6,0,2,0,0,
OG5_134472,22,0,6,3,10,1,19,0,0,
OG5_168755,2,0,0,0,0,0,0,0,1,
OG5_128024,54,42,20,9,30,17,102,0,0,
OG5_166511,1,2,0,0,0,2,3,0,0,
OG5_157639,4,154,0,1,0,2,2,0,2,
OG5_146476,2,0,1,1,1,15,4,0,0,
OG5_137072,7,0,7,0,6,6,32,0,0,
OG5_130574,5,232,8,0,3,6,37,0,91,
OG5_134780,7,1,9,6,9,4,10,0,2,
OG5_130237,45,0,28,4,10,36,137,0,0,
OG5_137251,37,11,30,14,7,14,140,0,0,
OG5_161506,19,0,0,0,0,0,1,0,0,
OG5_131525,40,0,28,12,16,29,126,0,0,
OG5_146226,20,0,10,2,1,16,32,0,0,
OG5_136781,2,0,21,7,9,13,73,0,0,
OG5_136780,5,0,0,4,0,2,3,0,0,
OG5_127844,52,283,39,15,34,33,162,0,50,
OG5_127846,42,0,23,6,31,37,102,0,0,
OG5_127847,19,0,18,8,21,22,70,0,0,
OG5_127840,64,0,38,17,32,45,196,0,0,
OG5_138696,7,0,3,0,8,1,62,0,0,
OG5_131006,13,0,13,15,12,7,75,0,0,
OG5_126736,14,526,8,10,27,21,67,0,84,
OG5_129184,45,0,13,6,26,19,98,0,0,
OG5_144759,9,0,6,6,6,3,25,0,0,
OG5_128804,17,154,11,5,32,29,62,0,6,
OG5_130954,1,11,21,4,8,16,56,0,1,
OG5_131001,5,13,4,1,8,8,25,0,5,
OG5_153239,31,213,23,5,12,18,88,0,9,
OG5_159916,14,79,1,2,4,9,29,0,1,
OG5_150910,3,0,0,0,3,0,1,0,0,
OG5_130930,17,0,1,3,9,6,15,0,0,
OG5_136128,13,0,2,3,9,3,8,0,0,
OG5_132316,6,2,5,9,14,9,45,0,7,
OG5_130307,30,0,40,6,16,15,118,0,0,
OG5_132315,3,0,13,11,7,18,20,0,0,
OG5_132313,32,32,21,5,7,6,74,0,2,
OG5_132310,13,0,4,6,12,14,24,0,0,
OG5_131827,2,0,16,7,11,9,50,0,0,
OG5_149920,39,21,30,4,14,15,89,0,5,
OG5_137465,9,65,2,1,0,0,10,0,5,
OG5_155745,13,33,0,0,0,0,1,0,3,
OG5_131816,12,0,4,4,16,8,5,0,0,
OG5_133577,2,0,7,4,7,7,31,0,0,
OG5_127260,37,43,3,4,25,14,14,0,1,
OG5_127263,28,1,8,12,30,22,93,0,0,
OG5_132952,8,299,25,0,1,19,51,0,23,
OG5_127060,25,249,16,4,23,27,70,0,14,
OG5_137926,15,0,23,1,1,21,81,0,0,
OG5_128959,53,0,22,12,24,32,64,0,0,
OG5_132556,18,0,13,4,18,27,17,0,0,
OG5_132225,60,0,44,12,23,31,171,0,0,
